Order_ID,Order_Date,Customer,Region,Category,Product,Quantity,Unit_Price,Salesperson,Revenue,Month
33,2025-09-23,Liam,South,Groceries,Eggs,4.0,50.0,Sneha,200.0,September
34,2025-01-03,Ava,West,Groceries,Bread,3.0,3638.0,Priya,10914.0,January
35,2025-11-08,Daniel,East,Groceries,Rice,6.0,863.0,Priya,5178.0,November
36,2025-12-27,Emma,South,Unknown,Cupboard,1.0,4843.0,Priya,4843.0,December
37,2025-06-19,Ava,East,Clothing,Jacket,5.0,2290.0,Priya,11450.0,June
38,2025-09-15,James,South,Electronics,Monitor,3.0,46444.0,Sneha,139332.0,September
39,2025-04-05,Liam,Unknown,Electronics,Mobile,3.0,16859.0,Sneha,50577.0,April
40,2025-09-08,Ava,West,Electronics,Laptop,3.0,40390.0,Unknown,121170.0,September
41,2025-10-30,David,South,Furniture,Unknown,8.0,13421.0,Ravi,107368.0,October
42,2025-03-20,Noah,West,Furniture,Desk,7.0,10122.0,Amit,70854.0,March
43,2025-03-30,Liam,West,Furniture,Cupboard,3.0,9541.0,Priya,28623.0,March
44,2025-10-29,Olivia,North,Groceries,Rice,2.0,255.0,Priya,510.0,October
45,2025-03-23,Sophia,West,Furniture,Table,7.0,9750.0,Amit,68250.0,March
46,2025-09-13,Daniel,South,Groceries,Bread,7.0,382.0,Ravi,2674.0,September
47,2025-04-03,Ava,East,Clothing,Shoes,2.0,2398.0,Sneha,4796.0,April
48,2025-12-20,Daniel,West,Clothing,Jeans,2.0,2215.0,Unknown,4430.0,December
49,2025-01-13,Ava,West,Clothing,T-Shirt,3.0,3722.0,Priya,11166.0,January
50,2025-07-14,Alice,North,Groceries,Oil,4.0,759.0,Ravi,3036.0,July
51,2025-11-02,John,North,Clothing,Jacket,10.0,1062.0,Priya,10620.0,November
52,2025-09-04,Daniel,East,Furniture,Sofa,2.0,15217.0,Rahul,30434.0,September
53,2025-03-11,Unknown,West,Electronics,Headphones,1.0,49488.0,Amit,49488.0,March
54,2025-11-11,Ava,East,Electronics,Monitor,8.0,48591.0,Sneha,388728.0,November
55,2025-07-01,Ava,West,Clothing,T-Shirt,8.0,1839.0,Ravi,14712.0,July
56,2025-10-14,Emma,West,Electronics,Unknown,7.0,3638.0,Pooja,25466.0,October
57,2025-07-25,Michael,South,Clothing,Shoes,6.0,1625.0,Sneha,9750.0,July
58,2025-07-13,Daniel,East,Groceries,Oil,7.0,648.0,Rahul,4536.0,July
59,2025-03-23,Noah,South,Furniture,Cupboard,9.0,4575.0,Kiran,41175.0,March
60,2025-09-14,Olivia,West,Clothing,Shoes,8.0,1965.0,Rahul,15720.0,September
61,2025-01-13,Liam,East,Clothing,Shoes,4.0,3738.0,Priya,14952.0,January
62,2025-05-26,Olivia,South,Electronics,Monitor,3.0,31556.0,Ravi,94668.0,May
63,2025-06-02,Mia,South,Electronics,Monitor,6.0,43140.0,Priya,258840.0,June
64,2025-06-13,Charlotte,North,Electronics,Keyboard,7.0,14838.0,Priya,103866.0,June
65,2025-01-03,Charlotte,West,Electronics,Headphones,6.0,39734.0,Amit,238404.0,January
66,2025-04-30,Alice,East,Clothing,T-Shirt,6.0,605.0,Rahul,3630.0,April
67,2025-09-28,Unknown,South,Groceries,Milk,8.0,419.0,Kiran,3352.0,September
68,2025-01-03,James,West,Electronics,Mobile,9.0,24033.0,Rahul,216297.0,January
69,2025-01-28,Daniel,East,Groceries,Bread,5.0,805.0,Rahul,4025.0,January
70,2025-09-26,Daniel,South,Furniture,Table,2.0,4191.0,Amit,8382.0,September
71,2025-08-20,Noah,South,Groceries,Milk,2.0,341.0,Rahul,682.0,August
72,2025-03-02,Noah,West,Furniture,Desk,6.0,6926.0,Ravi,41556.0,March
73,2025-04-25,Michael,North,Groceries,Rice,7.0,222.0,Kiran,1554.0,April
74,2025-09-25,Charlotte,West,Clothing,Jacket,4.0,1395.0,Pooja,5580.0,September
75,2025-03-08,Mia,West,Groceries,Rice,10.0,430.0,Pooja,4300.0,March
76,2025-01-17,Ava,East,Electronics,Laptop,5.0,41871.0,Ravi,209355.0,January
77,2025-11-03,David,South,Clothing,Cap,6.0,4623.0,Kiran,27738.0,November
78,2025-02-22,John,West,Clothing,Shoes,6.0,3282.0,Priya,19692.0,February
79,2025-03-04,Michael,North,Furniture,Desk,5.0,17646.0,Kiran,88230.0,March
80,2025-12-17,Noah,East,Groceries,Unknown,9.0,138.0,Amit,1242.0,December
81,2025-04-19,Olivia,North,Groceries,Bread,1.0,404.0,Amit,404.0,April
82,2025-12-25,Mia,East,Electronics,Headphones,2.0,20767.0,Sneha,41534.0,December
83,2025-01-24,William,West,Groceries,Milk,10.0,781.0,Pooja,7810.0,January
84,2025-01-03,Alice,West,Electronics,Laptop,1.0,3638.0,Amit,3638.0,January
85,2025-11-07,Noah,North,Groceries,Milk,5.0,924.0,Amit,4620.0,November
86,2025-04-13,Michael,South,Furniture,Unknown,10.0,5839.0,Ravi,58390.0,April
87,2025-09-17,William,East,Groceries,Eggs,5.0,443.0,Priya,2215.0,September
88,2025-01-09,David,East,Clothing,Jeans,8.0,3080.0,Priya,24640.0,January
89,2025-10-27,Noah,South,Electronics,Laptop,6.0,19512.0,Unknown,117072.0,October
90,2025-09-14,William,West,Electronics,Monitor,2.0,40938.0,Amit,81876.0,September
91,2025-04-08,William,South,Groceries,Bread,10.0,461.0,Ravi,4610.0,April
92,2025-06-18,Noah,North,Groceries,Rice,7.0,922.0,Rahul,6454.0,June
93,2025-12-11,Unknown,East,Furniture,Cupboard,5.0,8023.0,Ravi,40115.0,December
94,2025-03-30,Mia,North,Clothing,Cap,4.0,840.0,Sneha,3360.0,March
95,2025-08-10,John,West,Electronics,Monitor,7.0,15692.0,Kiran,109844.0,August
96,2025-07-08,Noah,South,Groceries,Rice,6.0,905.0,Kiran,5430.0,July
97,2025-08-23,Daniel,South,Clothing,Jacket,4.0,2351.0,Pooja,9404.0,August
98,2025-01-11,Sophia,West,Clothing,Jacket,9.0,2456.0,Amit,22104.0,January
99,2025-06-07,Mia,Unknown,Furniture,Desk,7.0,9271.0,Pooja,64897.0,June
100,2025-08-14,Noah,West,Furniture,Unknown,3.0,3043.0,Ravi,9129.0,August
101,2025-01-16,William,North,Groceries,Eggs,4.0,3638.0,Sneha,14552.0,January
102,2025-06-01,Mia,East,Groceries,Eggs,1.0,737.0,Amit,737.0,June
103,2025-07-31,Ava,East,Groceries,Milk,7.0,125.0,Kiran,875.0,July
104,2025-02-09,Olivia,North,Groceries,Eggs,9.0,169.0,Kiran,1521.0,February
105,2025-12-16,Unknown,West,Clothing,Shoes,10.0,4757.0,Kiran,47570.0,December
106,2025-02-12,Unknown,West,Electronics,Headphones,10.0,15616.0,Amit,156160.0,February
107,2025-05-06,Emma,North,Furniture,Table,4.0,2450.0,Unknown,9800.0,May
108,2025-12-11,Ava,South,Electronics,Monitor,10.0,26016.0,Unknown,260160.0,December
109,2025-04-03,Michael,North,Clothing,Cap,4.0,3190.0,Kiran,12760.0,April
110,2025-02-13,Charlotte,East,Electronics,Laptop,2.0,36695.0,Priya,73390.0,February
111,2025-08-09,Mia,North,Clothing,Jeans,4.0,4359.0,Priya,17436.0,August
112,2025-04-14,David,North,Electronics,Keyboard,7.0,49206.0,Sneha,344442.0,April
113,2025-04-21,Olivia,West,Clothing,Shoes,5.0,1296.0,Kiran,6480.0,April
114,2025-02-16,Ava,North,Electronics,Monitor,3.0,23297.0,Unknown,69891.0,February
115,2025-09-02,Emma,West,Electronics,Monitor,5.0,31460.0,Pooja,157300.0,September
116,2025-06-08,Alice,North,Clothing,T-Shirt,1.0,3730.0,Amit,3730.0,June
117,2025-06-07,Mia,West,Furniture,Cupboard,5.0,3516.0,Priya,17580.0,June
118,2025-10-02,David,West,Groceries,Unknown,7.0,503.0,Sneha,3521.0,October
119,2025-04-09,Sophia,West,Clothing,Jacket,9.0,4293.0,Ravi,38637.0,April
120,2025-09-06,Ava,South,Furniture,Cupboard,9.0,16256.0,Rahul,146304.0,September
121,2025-08-02,Alice,North,Furniture,Sofa,3.0,2534.0,Amit,7602.0,August
122,2025-08-17,John,South,Groceries,Milk,6.0,712.0,Kiran,4272.0,August
123,2025-06-09,John,East,Groceries,Milk,5.0,58.0,Pooja,290.0,June
124,2025-08-08,Ava,East,Groceries,Eggs,4.0,914.0,Kiran,3656.0,August
125,2025-01-04,Daniel,East,Electronics,Headphones,8.0,39225.0,Rahul,313800.0,January
126,2025-12-20,John,South,Furniture,Desk,6.0,18591.0,Ravi,111546.0,December
127,2025-04-24,Sophia,South,Groceries,Eggs,7.0,3638.0,Kiran,25466.0,April
128,2025-11-11,John,West,Unknown,Table,4.0,12164.0,Kiran,48656.0,November
129,2025-02-28,John,North,Electronics,Headphones,4.0,10879.0,Amit,43516.0,February
130,2025-05-08,James,East,Groceries,Rice,1.0,858.0,Sneha,858.0,May
131,2025-04-25,Sophia,West,Electronics,Monitor,10.0,45299.0,Pooja,452990.0,April
132,2025-03-29,Ava,North,Electronics,Headphones,1.0,39917.0,Sneha,39917.0,March
133,2025-01-21,Daniel,East,Furniture,Cupboard,2.0,10644.0,Priya,21288.0,January
134,2025-01-03,Ava,South,Furniture,Chair,6.0,2789.0,Ravi,16734.0,January
135,2025-10-03,Daniel,East,Furniture,Sofa,8.0,12021.0,Priya,96168.0,October
136,2025-09-13,John,East,Unknown,Shoes,8.0,3451.0,Ravi,27608.0,September
137,2025-06-26,John,South,Electronics,Mobile,3.0,40926.0,Priya,122778.0,June
138,2025-05-07,Sophia,North,Unknown,Sofa,5.0,3530.0,Pooja,17650.0,May
139,2025-05-15,John,North,Electronics,Monitor,10.0,39160.0,Kiran,391600.0,May
140,2025-01-10,Ava,West,Furniture,Desk,8.0,15348.0,Sneha,122784.0,January
141,2025-02-01,Daniel,South,Groceries,Eggs,8.0,127.0,Rahul,1016.0,February
142,2025-08-30,Daniel,South,Furniture,Chair,5.0,7171.0,Priya,35855.0,August
143,2025-03-05,Olivia,North,Groceries,Rice,6.0,135.0,Sneha,810.0,March
144,2025-01-03,James,North,Clothing,Jeans,1.0,1866.0,Sneha,1866.0,January
145,2025-11-18,James,West,Furniture,Table,8.0,10353.0,Sneha,82824.0,November
146,2025-08-29,Noah,East,Groceries,Eggs,9.0,553.0,Kiran,4977.0,August
147,2025-10-15,Olivia,East,Unknown,T-Shirt,6.0,2486.0,Ravi,14916.0,October
148,2025-01-03,James,South,Clothing,Jacket,2.0,2429.0,Rahul,4858.0,January
149,2025-04-03,Sophia,South,Furniture,Table,6.0,17981.0,Pooja,107886.0,April
150,2025-03-08,Sophia,West,Groceries,Milk,5.0,813.0,Rahul,4065.0,March
151,2025-08-22,Noah,East,Furniture,Desk,4.0,4981.0,Unknown,19924.0,August
152,2025-10-09,Mia,East,Electronics,Monitor,10.0,26633.0,Rahul,266330.0,October
153,2025-09-14,Ava,South,Groceries,Milk,5.0,923.0,Priya,4615.0,September
154,2025-05-07,Olivia,North,Clothing,Unknown,4.0,2827.0,Ravi,11308.0,May
155,2025-02-25,John,North,Furniture,Sofa,2.0,200000.0,Kiran,400000.0,February
156,2025-03-26,Michael,West,Clothing,Jeans,10.0,2176.0,Amit,21760.0,March
157,2025-05-04,Sophia,North,Electronics,Headphones,8.0,37232.0,Pooja,297856.0,May
158,2025-08-13,John,South,Unknown,Chair,3.0,17814.0,Pooja,53442.0,August
159,2025-08-19,Liam,West,Unknown,Mobile,5.0,34309.0,Rahul,171545.0,August
160,2025-01-03,William,West,Groceries,Milk,6.0,656.0,Rahul,3936.0,January
161,2025-07-24,Michael,North,Clothing,Jacket,1.0,3751.0,Amit,3751.0,July
162,2025-01-29,Daniel,East,Clothing,T-Shirt,5.0,3638.0,Kiran,18190.0,January
163,2025-04-20,John,East,Electronics,Laptop,3.0,14872.0,Rahul,44616.0,April
164,2025-04-07,Alice,South,Unknown,Chair,5.0,15439.0,Rahul,77195.0,April
165,2025-07-15,Daniel,East,Furniture,Cupboard,5.0,10026.0,Rahul,50130.0,July
166,2025-03-07,Daniel,East,Clothing,Jeans,2.0,2203.0,Ravi,4406.0,March
167,2025-05-04,Daniel,South,Unknown,Desk,2.0,12340.0,Rahul,24680.0,May
168,2025-11-26,Charlotte,South,Clothing,Jeans,8.0,250000.0,Rahul,2000000.0,November
169,2025-11-29,Mia,North,Clothing,T-Shirt,10.0,904.0,Unknown,9040.0,November
170,2025-12-09,Charlotte,North,Unknown,Shoes,2.0,599.0,Priya,1198.0,December
171,2025-01-03,Daniel,South,Clothing,Cap,10.0,3509.0,Sneha,35090.0,January
172,2025-01-22,Charlotte,South,Groceries,Rice,8.0,989.0,Kiran,7912.0,January
173,2025-06-17,David,West,Clothing,Cap,8.0,3980.0,Kiran,31840.0,June
174,2025-06-26,Olivia,South,Electronics,Laptop,1.0,12829.0,Kiran,12829.0,June
175,2025-02-03,Unknown,South,Groceries,Oil,5.0,633.0,Kiran,3165.0,February
176,2025-02-03,Michael,North,Electronics,Mobile,6.0,49066.0,Ravi,294396.0,February
177,2025-02-13,William,East,Furniture,Table,4.0,500000.0,Ravi,2000000.0,February
178,2025-08-06,William,West,Furniture,Table,9.0,8902.0,Amit,80118.0,August
179,2025-04-23,Charlotte,North,Groceries,Bread,5.0,716.0,Priya,3580.0,April
180,2025-01-03,Unknown,South,Groceries,Eggs,9.0,526.0,Amit,4734.0,January
181,2025-09-06,Mia,West,Electronics,Headphones,9.0,30734.0,Amit,276606.0,September
182,2025-03-04,Ava,South,Clothing,Jeans,3.0,1753.0,Ravi,5259.0,March
183,2025-04-16,Emma,West,Clothing,T-Shirt,7.0,1158.0,Amit,8106.0,April
184,2025-01-26,James,South,Groceries,Rice,6.0,969.0,Pooja,5814.0,January
185,2025-10-04,Noah,West,Groceries,Oil,10.0,879.0,Unknown,8790.0,October
186,2025-05-24,Alice,North,Clothing,Cap,1.0,1021.0,Sneha,1021.0,May
187,2025-06-14,Ava,South,Electronics,Laptop,3.0,43339.0,Pooja,130017.0,June
188,2025-01-03,Michael,East,Electronics,Keyboard,9.0,41138.0,Priya,370242.0,January
189,2025-07-21,Mia,North,Clothing,Cap,2.0,1084.0,Sneha,2168.0,July
190,2025-09-27,Mia,South,Groceries,Eggs,5.0,411.0,Ravi,2055.0,September
191,2025-08-02,John,East,Clothing,Jeans,4.0,3224.0,Kiran,12896.0,August
192,2025-07-30,James,North,Furniture,Cupboard,7.0,15590.0,Amit,109130.0,July
193,2025-08-31,Noah,South,Groceries,Eggs,7.0,882.0,Priya,6174.0,August
194,2025-11-26,Charlotte,North,Electronics,Laptop,8.0,40706.0,Unknown,325648.0,November
195,2025-11-09,David,South,Groceries,Eggs,7.0,995.0,Ravi,6965.0,November
196,2025-01-07,Charlotte,West,Electronics,Mobile,5.0,31853.0,Sneha,159265.0,January
197,2025-12-14,James,West,Electronics,Keyboard,8.0,35741.0,Kiran,285928.0,December
198,2025-04-18,Sophia,West,Clothing,T-Shirt,6.0,3504.0,Ravi,21024.0,April
199,2025-01-11,David,South,Groceries,Milk,10.0,699.0,Sneha,6990.0,January
200,2025-06-25,Noah,South,Groceries,Eggs,2.0,87.0,Priya,174.0,June
201,2025-01-07,Sophia,North,Electronics,Keyboard,6.0,47899.0,Amit,287394.0,January
202,2025-05-30,Mia,South,Clothing,Jacket,4.0,3495.0,Amit,13980.0,May
203,2025-06-11,Charlotte,North,Furniture,Sofa,9.0,19837.0,Amit,178533.0,June
204,2025-01-03,Noah,Unknown,Unknown,Milk,9.0,126.0,Sneha,1134.0,January
205,2025-10-20,Unknown,East,Groceries,Oil,6.0,171.0,Sneha,1026.0,October
206,2025-01-03,Sophia,South,Furniture,Table,2.0,3638.0,Unknown,7276.0,January
207,2025-08-17,John,East,Furniture,Chair,4.0,7668.0,Priya,30672.0,August
208,2025-05-25,Emma,East,Clothing,Jeans,5.0,3760.0,Ravi,18800.0,May
209,2025-07-15,Michael,East,Clothing,Jacket,1.0,3451.0,Amit,3451.0,July
210,2025-01-03,Daniel,Unknown,Furniture,Chair,2.0,9358.0,Sneha,18716.0,January
211,2025-08-20,Emma,East,Groceries,Bread,9.0,211.0,Rahul,1899.0,August
212,2025-07-25,Noah,South,Electronics,Headphones,5.0,28856.0,Sneha,144280.0,July
213,2025-03-26,Charlotte,West,Clothing,Jeans,2.0,1381.0,Sneha,2762.0,March
214,2025-04-19,Noah,North,Furniture,Sofa,9.0,9414.0,Unknown,84726.0,April
215,2025-04-20,Sophia,East,Groceries,Oil,5.0,650.0,Kiran,3250.0,April
216,2025-03-17,Olivia,East,Groceries,Milk,3.0,710.0,Rahul,2130.0,March
217,2025-11-29,Olivia,East,Clothing,Jeans,8.0,1651.0,Amit,13208.0,November
218,2025-02-14,David,East,Clothing,T-Shirt,5.0,2352.0,Rahul,11760.0,February
219,2025-07-04,Olivia,West,Furniture,Sofa,4.0,3638.0,Amit,14552.0,July
220,2025-12-10,William,North,Furniture,Cupboard,10.0,13459.0,Rahul,134590.0,December
221,2025-05-26,Noah,East,Groceries,Oil,2.0,431.0,Kiran,862.0,May
222,2025-08-08,Noah,South,Furniture,Table,3.0,17280.0,Pooja,51840.0,August
223,2025-05-03,Liam,West,Electronics,Mobile,6.0,22193.0,Ravi,133158.0,May
224,2025-11-19,Alice,East,Furniture,Table,2.0,3373.0,Amit,6746.0,November
225,2025-01-29,Liam,East,Clothing,Cap,5.0,4785.0,Sneha,23925.0,January
226,2025-04-08,Emma,East,Furniture,Chair,1.0,4007.0,Amit,4007.0,April
227,2025-07-15,Sophia,Unknown,Electronics,Headphones,10.0,31657.0,Ravi,316570.0,July
228,2025-11-16,Olivia,South,Groceries,Eggs,10.0,949.0,Rahul,9490.0,November
229,2025-12-14,John,East,Groceries,Eggs,5.0,935.0,Ravi,4675.0,December
230,2025-05-20,James,West,Electronics,Headphones,6.0,25588.0,Priya,153528.0,May
231,2025-01-11,William,South,Clothing,Jacket,1.0,1992.0,Priya,1992.0,January
232,2025-05-03,David,North,Groceries,Oil,3.0,680.0,Sneha,2040.0,May
233,2025-10-07,Mia,East,Clothing,Jacket,2.0,3278.0,Sneha,6556.0,October
234,2025-02-23,Olivia,West,Clothing,T-Shirt,6.0,2669.0,Ravi,16014.0,February
235,2025-07-20,Liam,South,Electronics,Mobile,3.0,8110.0,Priya,24330.0,July
236,2025-11-08,Ava,East,Electronics,Monitor,2.0,41856.0,Rahul,83712.0,November
237,2025-07-28,Mia,West,Furniture,Desk,1.0,7055.0,Rahul,7055.0,July
238,2025-01-22,Unknown,West,Furniture,Sofa,5.0,7182.0,Ravi,35910.0,January
239,2025-02-24,Sophia,West,Clothing,Unknown,5.0,1077.0,Amit,5385.0,February
240,2025-11-16,Noah,Unknown,Clothing,Cap,9.0,1031.0,Unknown,9279.0,November
241,2025-12-15,John,South,Clothing,Shoes,2.0,2918.0,Ravi,5836.0,December
242,2025-01-03,David,North,Electronics,Keyboard,7.0,38572.0,Priya,270004.0,January
243,2025-01-03,Unknown,North,Electronics,Laptop,5.0,48203.0,Kiran,241015.0,January
244,2025-09-07,James,East,Groceries,Eggs,8.0,264.0,Sneha,2112.0,September
245,2025-03-20,Alice,West,Electronics,Monitor,3.0,7594.0,Ravi,22782.0,March
246,2025-10-20,Mia,West,Clothing,Jacket,8.0,3638.0,Priya,29104.0,October
247,2025-07-04,Daniel,West,Electronics,Mobile,8.0,17100.0,Kiran,136800.0,July
248,2025-09-23,Daniel,West,Electronics,Monitor,9.0,35701.0,Priya,321309.0,September
249,2025-01-30,John,East,Electronics,Keyboard,3.0,26759.0,Priya,80277.0,January
250,2025-05-18,William,North,Clothing,Jeans,3.0,4889.0,Priya,14667.0,May
251,2025-09-14,Emma,West,Clothing,Shoes,4.0,1386.0,Priya,5544.0,September
252,2025-10-24,Sophia,South,Groceries,Eggs,9.0,139.0,Kiran,1251.0,October
253,2025-06-04,Olivia,South,Clothing,Cap,7.0,2869.0,Ravi,20083.0,June
254,2025-05-28,Mia,North,Electronics,Keyboard,9.0,20477.0,Amit,184293.0,May
255,2025-06-23,Emma,North,Furniture,Sofa,9.0,3638.0,Priya,32742.0,June
256,2025-12-29,Charlotte,West,Furniture,Desk,5.0,19237.0,Priya,96185.0,December
257,2025-10-30,Noah,West,Electronics,Monitor,6.0,18470.0,Amit,110820.0,October
258,2025-03-24,David,South,Groceries,Milk,2.0,228.0,Kiran,456.0,March
259,2025-11-13,Liam,West,Furniture,Sofa,5.0,18911.0,Pooja,94555.0,November
260,2025-11-16,Ava,East,Furniture,Unknown,4.0,16733.0,Kiran,66932.0,November
261,2025-10-12,Unknown,East,Unknown,Jacket,4.0,2163.0,Unknown,8652.0,October
262,2025-01-23,John,South,Groceries,Oil,6.0,695.0,Unknown,4170.0,January
263,2025-11-29,Mia,North,Groceries,Eggs,3.0,320.0,Pooja,960.0,November
264,2025-04-18,Ava,East,Groceries,Rice,1.0,285.0,Kiran,285.0,April
265,2025-01-25,James,South,Furniture,Cupboard,4.0,14958.0,Sneha,59832.0,January
266,2025-07-27,Daniel,Unknown,Groceries,Rice,2.0,131.0,Ravi,262.0,July
267,2025-01-03,Liam,East,Electronics,Laptop,8.0,35062.0,Rahul,280496.0,January
268,2025-08-17,William,East,Clothing,T-Shirt,8.0,1468.0,Sneha,11744.0,August
269,2025-07-05,John,East,Groceries,Rice,5.0,354.0,Priya,1770.0,July
270,2025-09-23,Olivia,South,Furniture,Table,3.0,19416.0,Pooja,58248.0,September
271,2025-04-10,Ava,North,Furniture,Chair,5.0,18651.0,Rahul,93255.0,April
272,2025-05-06,Sophia,West,Groceries,Bread,4.0,397.0,Pooja,1588.0,May
273,2025-06-30,William,North,Electronics,Headphones,5.0,25268.0,Amit,126340.0,June
274,2025-03-07,David,East,Furniture,Table,2.0,9998.0,Priya,19996.0,March
275,2025-02-08,Charlotte,West,Unknown,Jacket,6.0,2013.0,Priya,12078.0,February
276,2025-12-01,Mia,North,Furniture,Chair,6.0,18830.0,Pooja,112980.0,December
277,2025-09-19,Daniel,Unknown,Furniture,Table,3.0,18885.0,Priya,56655.0,September
278,2025-01-17,James,Unknown,Groceries,Oil,6.0,3638.0,Ravi,21828.0,January
279,2025-11-03,Ava,South,Furniture,Sofa,2.0,7323.0,Amit,14646.0,November
280,2025-06-26,Noah,South,Clothing,Shoes,9.0,1809.0,Kiran,16281.0,June
281,2025-06-22,William,South,Electronics,Headphones,10.0,21574.0,Amit,215740.0,June
282,2025-11-14,Olivia,East,Electronics,Laptop,2.0,23215.0,Unknown,46430.0,November
283,2025-09-07,John,West,Clothing,T-Shirt,5.0,4828.0,Rahul,24140.0,September
284,2025-05-26,James,East,Electronics,Headphones,8.0,33868.0,Amit,270944.0,May
285,2025-10-29,Liam,South,Groceries,Bread,6.0,236.0,Kiran,1416.0,October
286,2025-03-10,Emma,Unknown,Groceries,Eggs,2.0,180.0,Kiran,360.0,March
287,2025-07-17,Mia,East,Clothing,Jeans,2.0,2950.0,Sneha,5900.0,July
288,2025-08-07,Sophia,North,Clothing,Jeans,6.0,1809.0,Amit,10854.0,August
289,2025-05-13,Emma,West,Clothing,Jacket,8.0,934.0,Pooja,7472.0,May
290,2025-04-15,William,West,Furniture,Unknown,9.0,3638.0,Unknown,32742.0,April
291,2025-02-23,James,North,Furniture,Chair,3.0,11800.0,Kiran,35400.0,February
292,2025-10-15,Unknown,South,Electronics,Laptop,7.0,17091.0,Kiran,119637.0,October
293,2025-11-08,Ava,East,Groceries,Bread,5.0,447.0,Sneha,2235.0,November
294,2025-11-28,Daniel,West,Clothing,Shoes,4.0,3252.0,Rahul,13008.0,November
295,2025-10-20,James,West,Electronics,Mobile,5.0,44903.0,Sneha,224515.0,October
296,2025-01-03,Alice,North,Electronics,Monitor,8.0,6992.0,Sneha,55936.0,January
297,2025-12-07,Emma,East,Electronics,Mobile,9.0,33590.0,Kiran,302310.0,December
298,2025-10-05,Liam,East,Groceries,Rice,1.0,147.0,Unknown,147.0,October
299,2025-08-21,Charlotte,West,Groceries,Milk,2.0,648.0,Amit,1296.0,August
300,2025-01-14,Emma,West,Furniture,Chair,1.0,9117.0,Priya,9117.0,January
301,2025-03-01,Sophia,West,Furniture,Sofa,8.0,6437.0,Pooja,51496.0,March
302,2025-06-15,Alice,South,Groceries,Eggs,4.0,730.0,Amit,2920.0,June
303,2025-06-05,William,South,Electronics,Unknown,5.0,12301.0,Rahul,61505.0,June
304,2025-06-21,James,West,Electronics,Mobile,4.0,5104.0,Rahul,20416.0,June
305,2025-04-15,Emma,North,Clothing,T-Shirt,1.0,1313.0,Kiran,1313.0,April
306,2025-04-05,Liam,South,Unknown,Monitor,10.0,33062.0,Pooja,330620.0,April
307,2025-03-07,William,South,Furniture,Sofa,5.0,11040.0,Priya,55200.0,March
